cl,hazard_phy1,hazard_phy2,hazard_phy3,hazard_phy4,hazard_phy5,hazard_phy6,hazard_phy7,hazard_phy8,hazard_phy9,hazard_erg1,hazard_erg2,hazard_erg3,hazard_erg4,hazard_erg5,hazard_erg6,hazard_psy1,hazard_psy2,hazard_psy3
0,-0.44769531114118116,-0.47869906010331,-0.4875103757778087,-0.4409513369339462,-0.453868491824042,-0.4389351936663468,-0.4362406049792176,-0.4244184438318138,-0.43156658144250637,-0.5933900561271771,-0.35770059713414065,-0.516424441796695,-0.42485039557299525,0.2938757319159922,-0.4814206724912866,-0.2656665407953979,-0.4490589761587257,-0.46834254243940415
1,-0.3201677747716108,-0.33613165561749203,-0.29570273883626363,-0.3166697386703722,-0.37474529925121086,-0.3840632812850144,-0.3558821249371155,-0.37124121994338233,-0.3639742547245303,0.6166917345153594,0.19470390502456036,0.33046335646239006,0.5651935803829673,-0.3480367045799876,0.566946658134626,0.7498577330169361,0.7026183608599743,0.6767163083263187
2,0.6929923277955325,0.6700730023901575,0.7181844758070559,0.6421020432881618,0.6314774831243317,0.5362432630915975,0.5582185888093243,0.5657272397634622,0.5527120599072636,0.2760003684183247,0.19180365034929872,0.3474602963977568,0.14359027748473693,-0.1739545176006708,0.1894668926417044,-0.21795919740300582,-0.023124722202688144,0.010130298040775844
3,1.9716361280095678,2.5126422392279837,2.0946403070192243,2.1981173368773113,2.699090776106439,3.1822917181818435,2.8720099027046717,2.7854630271854903,2.9005779198632062,1.127714115920061,1.4490301500646652,1.3991554780337414,0.493531311886022,-0.1059726151089438,0.7787955588730437,0.13159972110614204,1.0490476242446616,1.1763279240629625
